               ,ESCUELA PREPARATORIA NUM. 3\\ TURNO MATUTINO                                     ,24,SAN LUIS POTOSI,aaa,,
15PBH6116I     ,PREPARATORIA BENITO JUAREZ                                                      ,15,CHALCO,CHALCO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6117H     ,PREPARATORIA MEXICO INDEPENDIENTE                                             ,15,TEOTIHUACAN,SAN JUAN TEOTIHUACAN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6118G     ,INSTITUTO UNIVERSITARIO XINANTECATL\\ S.C                                        ,15,ZINACANTEPEC,SANTA CRUZ CUAUHTENCO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6119F     ,COLEGIO LAURELES I.A.P.                                                         ,15,CHIMALHUACAN,CHIMALHUACAN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6120V     ,COLEGIO TENTLI\\ S.C.                                                            ,15,SAN MATEO ATENCO,SAN MATEO ATENCO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6121U     ,COLEGIO MANCHESTER DE MEXICO\\ S.C.                                              ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6122T     ,PREPARATORIA CRESCENCIO SANCHEZ DAMIAN                                        ,15,NICOLAS ROMERO,NICOLAS ROMERO,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6123S     ,PREPARATORIA TLATELOLCO 2 DE OCTUBRE DE 1968                                  ,15,TECAMAC,TECAMAC,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6124R     ,ESCUELA PREPARATORIA TELPOCHCALLI                                             ,15,VALLE DE CHALCO SOLIDARIDAD,VALLE DE CHALCO SOLIDARIDAD,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6125Q     ,INSTITUTO PROFESIONAL EN LA ENSEÑANZA Y FORMACION HUMANA\\ S.C.                  ,15,TOLUCA,TOLUCA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6126P     ,CENTRO UNIVERSITARIO ETAC                                                       ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6127O     ,CENTRO DE ESTUDIOS UNIVERSITARIOS HORACIO ZU?IGA                                ,15,OTZOLOTEPEC,OTZOLOTEPEC,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6128N     ,UNIDAD CULTURAL ISRAEL\\ S.C.                                                    ,15,OCOYOACAC,SAN PEDRO CHOLULA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6129M     ,PREPARATORIA INTERNACIONAL DEL AGORA                                            ,15,TOLUCA,TOLUCA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6130B     ,INSTITUTO UNIVERSITARIO VERDAD Y CIENCIA                                        ,15,METEPEC,METEPEC,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6131A     ,LICEO FRATERNO MEXICANO                                                         ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6132Z     ,JUAN JACOBO ROUSSEAU                                                            ,15,LA PAZ,PAZ\\ LA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6133Z     ,COLEGIO INGLES MELCHOR OCAMPO                                                   ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6134Y     ,PREPARATORIA ANEXA AL CENTRO UNIVERSITARIO INDOAMERICANO\\ S.C.                  ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO GENERAL DE 2 AÑOS,PARTICULAR
15PBH6136W     ,PREPARATORIA PIAGET                                                             ,15,TULTITLAN,SAN PABLO DE LAS SALINAS,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6137V     ,ESCUELA PREPARATORIA HEROES DE MEXICO\\ A.C.                                   ,15,CHIMALHUACAN,CHIMALHUACAN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6138U     ,PREPARATORIA PEDAGOGIA LIBERTARIA                                             ,15,IXTAPALUCA,IXTAPALUCA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6139T     ,INSTITUTO CULTURAL CUMBRES DEL SABER S.C.                                       ,15,ZINACANTEPEC,ZINACANTEPEC,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6140I     ,ESCUELA MONTESSORI\\ A.C.                                                        ,15,TOLUCA,TOLUCA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6141H     ,IUYTEM INSTITUTO UNIVERSITARIO Y TECNOLOGICO DEL ESTADO DE MEXICO S.            ,15,TOLUCA,TOLUCA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6142G     ,INSTITUTO CULTURAL EFIHME S.C.                                                  ,15,TOLUCA,SAN MATEO OTZACATIPAN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PBH6143F     ,CENTROS DE ESTUDIOS SUPERIORES ATENEA PALAS\\ S.C.                               ,15,TOLUCA,TOLUCA,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PCB0001Y     ,ESCUELA SIERRA NEVADA                                                           ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PCB0002X     ,ESCUELA SIERRA NEVADA INTERLOMAS\\ S.C.                                          ,15,HUIXQUILUCAN,HUIXQUILUCAN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
15PCT0005J     ,CENTRO DE ESTUDIOS LOMAS                                                        ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0018N     ,COLEGIO SYRACUSE                                                                ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0019M     ,INSTITUTO TECNICO Y BANCARIO SN.CARLOS AC                                       ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0020B     ,CENTRO DE ESTUDIOS LOPE DE VEGA                                                 ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0027V     ,C.B.T.S. JUAREZ                                                                 ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0032G     ,INSTITUTO TECNOLOGICO HIDALGO                                                   ,15,LA PAZ,PAZ\\ LA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0033F     ,ESCUELA IGNACIO CHAVEZ                                                          ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0034E     ,ESCUELA MA. DEL CARMEN PLASCENCIA                                               ,15,IXTAPALUCA,IXTAPALUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0036C     ,ESCUELA DOMINGO FAUSTINO SARMIENTO                                              ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0037B     ,INSTITUTO TECNOLOGICO ROOSEVELT                                                 ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0042N     ,CENTRO DE BACHILLERATO IMEC                                                     ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0048H     ,INSTITUTO TECNOLOGICO CUINCACALLI                                               ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO INTERNACIONAL
15PCT0051V     ,CENTRO ESCOLAR UNIVERSITARIO BALMORE\\ A. C.                                     ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0054S     ,INSTITUTO GEORGE WASHINGTON                                                   ,15,TEXCOCO,TEXCOCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0055R     ,COLEGIO MODERNO ALARID                                                          ,15,ATIZAPAN DE ZARAGOZA,ATIZAPAN DE ZARAGOZA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0056Q     ,INSTITUTO ALEXANDER                                                             ,15,ATIZAPAN DE ZARAGOZA,ATIZAPAN DE ZARAGOZA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO INTERNACIONAL
15PCT0057P     ,CENTRO DE ESTUDIOS TECNOLOGICO DEL ANGEL\\ S. C.                                 ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0059N     ,INSTITUTO CULTURAL NICOLAS GUILLEN                                              ,15,TOLUCA,TOLUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0067W     ,ESCUELA TELOYUCAN                                                               ,15,CUAUTITLAN IZCALLI,CUAUTITLAN IZCALLI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0068V     ,BACHILLERATO TECNOLOGICO\\ S. C.                                                 ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0070J     ,CENTRO DE ESTUDIOS DE BACHILLERATO HENRY FORD\\ S.C.                             ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0071I     ,ESCUELA QUETZALCOATL                                                            ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO INTERNACIONAL
15PCT0072H     ,CENTRO DE BACHILLERATO TECNOLOGICO DE SERVICIOS JUAREZ                          ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO INTERNACIONAL
15PCT0073G     ,LICEO DE ESTUDIOS SUPERIORES Y TECNOLOGICOS                                     ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0076D     ,CENTRO DE ORIENTACION Y CAPACITACION PROFESIONAL EN EL AREA DE LA SALU          ,15,TENANCINGO,TENANCINGO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0077C     ,BACHILLERATO TECNOLOGICO EN ENFERMERIA GENERAL DR. MAXIMILIANO RUIZ C          ,15,ACAMBAY,ACAMBAY,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0079A     ,INSTITUTO ACATITLAN\\ S.C.                                                       ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0080Q     ,ESCUELA COMERCIAL MOCTEZUMA                                                     ,15,TENANCINGO,TEPETZINGO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0081P     ,ISAAC PITMAN\\ S. C.                                                             ,15,TOLUCA,TOLUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0083N     ,INSTITUTO BRIMA\\ S.C.                                                           ,15,TOLUCA,TOLUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0087J     ,COLEGIO MEXICO                                                                  ,15,TECAMAC,TECAMAC,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0089H     ,ESCUELA DE ENFERMERIA GENERAL NUM. 6 DR. RODOLFO BONFIL RIVERA                ,15,ZUMPANGO,ZUMPANGO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0090X     ,INSTITUTO TECNICO PROFESIONAL DE TOLUCA\\ S.C.                                   ,15,TOLUCA,TOLUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0092V     ,EMEDYVA\\ S.C.                                                                   ,15,TOLUCA,TOLUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0093U     ,UNIDAD EDUCATIVA ERNESTO PERALTA Q.\\ A.C.                                       ,15,JOCOTITLAN,JOCOTITLAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0095S     ,ESCUELA DE BACHILLERES DE EDUCACION TECNICA\\ S.C.                               ,15,TOLUCA,TOLUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0099O     ,COLEGIO JEAN PIAGET                                                             ,15,TULTITLAN,SAN PABLO DE LAS SALINAS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0100N     ,INSTITUTO MESOAMERICA\\ A.C.                                                     ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0575Z     ,COLEGIO HOUSTON                                                                 ,15,LA PAZ,PAZ\\ LA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO INTERNACIONAL
15PCT0576Z     ,COLEGIO LA PAZ                                                                  ,15,LA PAZ,PAZ\\ LA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO INTERNACIONAL
15PCT0577Y     ,INSTITUTO MEXICA DE COMPUTACION Y SECRETARIADO                                  ,15,CHICOLOAPAN,CHICOLOAPAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0578X     ,C.B.T. JUANA DE ASBAJE                                                          ,15,CHIMALHUACAN,CHIMALHUACAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO INTERNACIONAL
15PCT0579W     ,CENTRO UNIVERSITARIO Y TECNOLOGICO DE ATIZ                                      ,15,ATIZAPAN DE ZARAGOZA,ATIZAPAN DE ZARAGOZA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO INTERNACIONAL
15PCT0580L     ,ESCUELA BERTRAND RUSSELL                                                        ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO INTERNACIONAL
15PCT0581K     ,BACHILLERATO TECNICO TEXTIL DE CATEX                                            ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0582J     ,INSTITUTO COMERCIAL Y BACHILLERATO                                              ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO INTERNACIONAL
15PCT0584H     ,BACHILLERATO TECNOLOGICO NARCISO BASSOLS                                        ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO INTERNACIONAL
15PCT0586F     ,INSTITUTO TECNOLOGICO BRITTANIA                                                 ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0588D     ,CENTRO EDUCATIVO MONTREAL                                                       ,15,NAUCALPAN DE JUAREZ,SALINAS LAS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO INTERNACIONAL
15PCT0589C     ,COLEGIO MARIE CURIE                                                           ,15,TEXCOCO,TEXCOCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0590S     ,CENTRO DE ESTUDIOS TEC. DE BACHILLERATO PROFESIONAL\\ S.C.                       ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0591R     ,BACHILLERATO TECNICO HUEHUEHTLAHTOLLI                                           ,15,OTUMBA,SANTIAGO TOLMAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0592Q     ,COLEGIO INTERNACIONAL DE TURISMO Y ADMINISTRACION                               ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0593P     ,INSTITUTO TECNICO INTERNACIONAL                                                 ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0594O     ,CENTRO DE ESTUDIOS TECNOLOGICOS ANAHUAC                                       ,15,ATLACOMULCO,ATLACOMULCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0596M     ,INSTITUTO COMERCIAL QUALITY                                                     ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0597L     ,LICEO UNIVERSITARIO MEXICO                                                      ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0598K     ,BACHILLERATO TECNOLOGICO VILLA DE LOS NIÑOS                                     ,15,CHALCO,CHALCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0599J     ,ESCUELA PREPARATORIA LOS ANGELES                                                ,15,HUEHUETOCA,HUEHUETOCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0600I     ,CENTRO DE BACHILLERATO TECNOLOGICO ENRIQUE FERNANDEZ GARMENDIA                  ,15,AMECAMECA,AMECAMECA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0601H     ,BACHILLERATO TECNOLOGICO IGNACIO ZARAGOZA                                       ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0602G     ,CENTRO DE ESTUDIOS TECNOLOGICOS Y ADMINISTRATIVOS HOWARD AIKEN                  ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0603F     ,INSTITUTO NUEVO MILENIO\\ A.C.\\INSTITUTO FLEMING\\ PLANTEL ARAGON               ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0604E     ,INSTITUTO LAS AMERICAS\\ A.C.                                                    ,15,COACALCO DE BERRIOZABAL,COACALCO DE BERRIOZABAL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0605D     ,GRUPO CULTURAL INSTITUTO MEXICO                                                 ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0606C     ,INSTITUTO MONTREAL DE ESTUDIOS TECNICOS                                         ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0607B     ,CENTRO DE ESTUDIOS TECNOLOGICOS ANTONS MAKARENKO                                ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0608A     ,TECNOLOGICO IBEROAMERICANO ARAGON\\ S.C.                                         ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0609Z     ,CENTRO DE ESTUDIOS EN PUERICULTURA DEL EDO. DE MEXICO\\ S.C.                     ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0610P     ,CENTRO DE BACHILLERATO CON COMPUTACION DE NEZAHUALCOYOTL                        ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0612N     ,INSTITUTO CULTURAL EMPRESARIAL DE MEXICO                                        ,15,LERMA,LERMA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0613M     ,GRUPO EDUCATIVO SATELITE\\ S.C.                                                  ,15,CUAUTITLAN IZCALLI,CUAUTITLAN IZCALLI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0614L     ,CENTRO DE ESTUDIOS SATELITE                                                     ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0615K     ,INSTITUTO TECNOLOGICO Y UNIVERSITARIO DEL ESTADO DE MEXICO                      ,15,TOLUCA,TOLUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0616J     ,COLEGIO LUCERNA                                                                 ,15,COACALCO DE BERRIOZABAL,COACALCO DE BERRIOZABAL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0617I     ,INSTITUTO TECNOLOGICO DEL ESTADO DE MEXICO A.C.                                 ,15,CHALCO,CHALCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0619G     ,ESCUELA DE ENFERMERIA CRUZ ROJA DELEGACION NAUCALPAN                            ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0620W     ,INSTITUTO TECNOLOGICO LOPEZ VELARDE                                             ,15,CHIMALHUACAN,CHIMALHUACAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0622U     ,COLEGIO DE EDUCACION TECNOLOGICA VON NEWMAN                                     ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0623T     ,CENTRO EDUCATIVO TOLTECAS\\ S.C.                                                 ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0624S     ,TECNOLOGICO ELIZABETH BLACKWELL                                                 ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0625R     ,COLEGIO MACLAUAN\\ A.C.                                                          ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0627P     ,CENTRO DE ESTUDIOS DE BACHILLERATO PROFESIONAL DEL VALLE DE MEXICO              ,15,CUAUTITLAN,CUAUTITLAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0628O     ,CENTRO DE ESTUDIOS TECNOLOGICOS DE TLALNEPANTLA                                 ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0629N     ,CENTRO DIDACTICO\\ S.C. LICEO EUROPEO PLANTEL ECATEPEC                           ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0630C     ,INSTITUTO TECNOLOGICO ROOSEVELT NEZA I                                          ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0631B     ,INSTITUTO ICEL PLANTEL CUAUTITLAN                                               ,15,CUAUTITLAN IZCALLI,CUAUTITLAN IZCALLI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0632A     ,CENTRO DE ESTUDIOS TECNOLOGICOS PARIS                                           ,15,LA PAZ,PAZ\\ LA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0633Z     ,CENTRO DE ESTUDIOS VASCO DE GAMA                                                ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0634Z     ,ESCUELA DE CAPACITACION TECNICA AUTOMOTRIZ\\ S.C.                                ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0635Y     ,CENTRO UNIVERSITARIO TEB                                                        ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0636X     ,INSTITUTO FLEMING PLANTEL SATELITE                                              ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0637W     ,INSTITUTO EHRLICH PAUL                                                          ,15,HUIXQUILUCAN,HUIXQUILUCAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
