               ,ESCUELA PREPARATORIA NUM. 3\\ TURNO MATUTINO                                     ,24,SAN LUIS POTOSI,aaa,,
23ECB0017B     ,IGNACIO ZARAGOZA                                                                ,23,LAZARO CARDENAS,IGNACIO ZARAGOZA,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0018A     ,SABAN                                                                           ,23,JOSE MARIA MORELOS,SABAN,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0019Z     ,CENTRO DE ENSEÑANZA ABIERTA PLAYA DEL CARMEN                                    ,23,SOLIDARIDAD,PLAYA DEL CARMEN,BACHILLERATO GENERAL ABIERTO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0021O     ,COLEGIO DE BACHILLERES PLANTEL CANCUN TRES BONFIL                               ,23,BENITO JUAREZ,ALFREDO V. BONFIL,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ECB0022N     ,SEÑOR                                                                           ,23,FELIPE CARRILLO PUERTO,SEñOR,BACHILLERATO GENERAL DE 3 AÑOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0001H     ,EMSAD X-PICHIL                                                                  ,23,FELIPE CARRILLO PUERTO,X-PICHIL,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0002G     ,NOH-BEC                                                                         ,23,FELIPE CARRILLO PUERTO,NOH-BEC,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0003F     ,ZAMORA                                                                          ,23,OTHON P. BLANCO,ZAMORA,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0004E     ,SAN PEDRO PERALTA                                                               ,23,OTHON P. BLANCO,SAN PEDRO PERALTA,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0005D     ,VALLEHERMOSO                                                                    ,23,OTHON P. BLANCO,VALLEHERMOSO,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0006C     ,SEÑOR                                                                           ,23,FELIPE CARRILLO PUERTO,SEñOR,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0007B     ,X-HAZIL SUR                                                                     ,23,FELIPE CARRILLO PUERTO,X-HAZIL SUR,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0008A     ,CAOBAS                                                                          ,23,OTHON P. BLANCO,CAOBAS,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0009Z     ,DIVORCIADOS                                                                     ,23,OTHON P. BLANCO,LOS DIVORCIADOS,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0011O     ,CANDELARIA                                                                      ,23,JOSE MARIA MORELOS,CANDELARIA,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0012N     ,COBA                                                                            ,23,SOLIDARIDAD,COBA,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0013M     ,LAGUNA KANA                                                                     ,23,FELIPE CARRILLO PUERTO,LAGUNA KANA,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0014L     ,CHANCHEN I                                                                      ,23,SOLIDARIDAD,CHANCHEN NUMERO UNO,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0015K     ,PRESIDENTE JUAREZ                                                               ,23,FELIPE CARRILLO PUERTO,PRESIDENTE JUAREZ,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0016J     ,BLANCA FLOR                                                                     ,23,OTHON P. BLANCO,BLANCA FLOR,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0017I     ,LIMONES                                                                         ,23,OTHON P. BLANCO,LIMONES,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0018H     ,PUERTO MORELOS                                                                  ,23,BENITO JUAREZ,PUERTO MORELOS,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0019G     ,ALTOS DE SEVILLA                                                                ,23,OTHON P. BLANCO,ALTOS DE SEVILLA,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0020W     ,CHIQUILA                                                                        ,23,LAZARO CARDENAS,CHIQUILA,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0021V     ,CHUN-YAH                                                                        ,23,FELIPE CARRILLO PUERTO,CHUN-YAH,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0022U     ,RIO VERDE                                                                       ,23,OTHON P. BLANCO,RIO VERDE,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23EMS0023T     ,MAYA BALAM                                                                      ,23,OTHON P. BLANCO,MAYA BALAM,BACHILLERATO GENERAL SEMIESCOLARIZADO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ETC0001Q     ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS UNIDAD CANCUN I                  ,23,BENITO JUAREZ,CANCUN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ETC0002P     ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS UNIDAD CHETUMAL                  ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ETC0003O     ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS UNIDAD TULUM                     ,23,SOLIDARIDAD,TULUM,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ETC0004N     ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS UNIDAD CANCUN II                 ,23,BENITO JUAREZ,CANCUN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ETC0005M     ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS UNIDAD PLAYA DEL CARMEN          ,23,SOLIDARIDAD,PLAYA DEL CARMEN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ETC0006L     ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS UNIDAD LEONA VICARIO             ,23,BENITO JUAREZ,LEONA VICARIO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23ETC0007K     ,CENTRO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS UNIDAD CANCUN III                 ,23,BENITO JUAREZ,CANCUN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
23OTRA         ,OTRA NO INCLUIDA EN ESTE CATALOGO                                               ,23,OTRO,NULL,NULL,NULL
23PBH0003Z     ,COLEGIO KUKULCAN CANCUN\\ S.C.                                                   ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0005Y     ,COLEGIO ECAB                                                                    ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0007W     ,IGNACIO LOPEZ RAYON                                                             ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0008V     ,INSTITUTO PARTENON DE COZUMEL\\ A.C.                                             ,23,COZUMEL,COZUMEL,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0009U     ,CENTRO EDUCATIVO ITZAMNA                                                        ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0010J     ,CAMPO ESCUELA SAN JOSE                                                          ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0013G     ,COLEGIO IGNACIO COMONFORT                                                       ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0014F     ,INSTITUTO EDUCATIVO YITS ATIL                                                   ,23,SOLIDARIDAD,PLAYA DEL CARMEN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0015E     ,INSTITUTO AMERICANO LEONARDO DA VINCI                                           ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0016D     ,COLEGIO ALEXANDRE                                                               ,23,BENITO JUAREZ,ALFREDO V. BONFIL,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0017C     ,COLEGIO ST. JOHN S                                                              ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0018B     ,COLEGIO INTERNACIONAL AMERICANO DE CANCUN\\ A.C.                                 ,23,BENITO JUAREZ,ALFREDO V. BONFIL,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0019A     ,ICARO                                                                           ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0020Q     ,PREPARATORIA LA SALLE PLAYA DEL CARMEN                                          ,23,SOLIDARIDAD,PLAYA DEL CARMEN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0022O     ,COLEGIO SAINT LEBRACH                                                           ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0023N     ,BOSTON                                                                          ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0024M     ,COLEGIO INGLES                                                                  ,23,SOLIDARIDAD,PLAYA DEL CARMEN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0026K     ,COLEGIO UNIVERSITARIO ANGLO MEXICANO\\ S.C. (CUAM)                               ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0027J     ,COLEGIO PUERTO AVENTURAS                                                        ,23,SOLIDARIDAD,PUERTO AVENTURAS,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0028I     ,CENTRO EDUCATIVO MERIDA                                                         ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0029H     ,COLEGIO LIZARDI                                                                 ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH0030X     ,BACHILLERATO UNID                                                               ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH3101V     ,COLEGIO COZUMEL                                                                 ,23,COZUMEL,COZUMEL,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH3116X     ,INSTITUTO CUMBRES DE QUINTANA ROO                                               ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH3135L     ,UNIVERSIDAD LA SALLE CANCUN                                                     ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PBH3388O     ,INSTITUTO DEL CARIBE                                                            ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PCB0001G     ,COLEGIO BRITANICO DEL CARIBE\\ S.C.                                              ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PCB0002F     ,INSTITUTO LATINOAMERICANO DE TURISMO\\ S.C.                                      ,23,BENITO JUAREZ,CANCUN,BACHILLERATO GENERAL DE 3 AÑOS,PARTICULAR
23PCT0002V     ,INSTITUTO LATINOAMERICANO DE TURISMO                                            ,23,BENITO JUAREZ,CANCUN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
23PCT0003U     ,JOSE MARTI                                                                      ,23,BENITO JUAREZ,CANCUN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
23PCT0004T     ,ESCUELA DE PUERICULTURA DEL SURESTE CAMPUS CANCUN                               ,23,BENITO JUAREZ,CANCUN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
23PCT0005S     ,JAIME TORRES BODET                                                              ,23,BENITO JUAREZ,CANCUN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
23PCT0006R     ,ESCUELA DE PUERICULTURA DEL SURESTE MANUEL ACEVEDO RUIZ DEL HOYO A.C.           ,23,OTHON P. BLANCO,CHETUMAL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
2400,PREPARATORIA DE MATEHUALA                                                       ,24,MATEHUALA, ,,
240024,ESC. PREP.  3 TURNO MATUTINO                                                    ,24,SAN LUIS POTOSI, ,,
2410362,ESC. SEC. JAIME TORRES BODET                                                    ,24,SAN LUIS POTOSI, ,,
242323,PREPARATORIA NUM. 3. TURNO VESPERTINO                                           ,24,SAN LUIS POTOSI, AAAAA,,
2424361,INSTITUTO TECNOLÓGICO DE SAN LUIS POTOSÍ                                        ,24,SOLEDAD DE GRACIANO SANCHEZ,U.P.A.,,
24264565,INSTITUTO CERVANTES                                                             ,24,SAN LUIS POTOSI, ,,
2427030,CENTRO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS  No. 46                           ,24,CIUDAD VALLES,CONOCIDA,,
24AAAA         ,INSTITUTO RAFAEL NIETO                                                          ,24,SAN LUIS POTOSI,,,
24BAC0002      ,ESC. PREP.  NOC. No. 1 LIC. MANUEL MORENO RDZ.                                  ,24,SAN LUIS POTOSI,CONOCIDA,,
24BBBBBB       ,ESC. PREP.  RAFAEL NIETO DE CÁRDENAS\\ S. L. P.                                  ,24,SAN LUIS POTOSI, ,,
24CCCCC        ,ESC. PREP. NÚMERO 2 (NOCTURNA)                                                  ,24,SAN LUIS POTOSI, ,,
24CJDP0001     ,COLEGIO JUAN DE DIOS PEZA                                                       ,24,SAN LUIS POTOSI,,,
24DBM0001H     ,BACHILLERATO PEDAGOGICO                                                         ,24,TAMAZUNCHALE,TAMAZUNCHALE,BACHILLERATO GENERAL SEMIESCOLARIZADO,FEDERAL TRANSFERIDO
24DBP0001E     ,CENTRO DE ESTUDIOS DE BACHILLERATO                                              ,24,CEDRAL,CEDRAL,BACHILLERATO GENERAL DE 3 AÑOS,FEDERAL
24DCT0125Z     ,CENTRO DE BACHILLERATO TECNOLÓGICO INDUSTRIAL Y DE SERVICIOS NUM. 125           ,24,SAN LUIS POTOSI,SAN LUIS POTOSI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
24DCT0206J     ,CENTRO DE BACHILLERATO TECNOLÓGICO INDUSTRIAL Y DE SERVICIOS No. 46             ,24,CIUDAD VALLES,CIUDAD VALLES,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
24DCT0422Z     ,CENTRO DE BACHILLERATO TECNOLÓGICO INDUSTRIAL Y DE SERVICIOS No. 121            ,24,SOLEDAD DE GRACIANO SANCHEZ,SOLEDAD DE GRACIANO SANCHEZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
24DCT0424X     ,CENTRO DE BACHILLERATO TECNOLÓGICO INDUSTRIAL Y DE SERVICIOS No. 131            ,24,SAN LUIS POTOSI,SAN LUIS POTOSI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
24DCT0426V     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 151           ,24,MATEHUALA,MATEHUALA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
24DCT0429S     ,CENTRO DE BACHILLERATO TECNOLÓGICO INDUSTRIAL Y DE SERVICIOS No. 185            ,24,CARDENAS,CARDENAS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
24DCT0430H     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS No. 186            ,24,SALINAS,SALINAS DE HIDALGO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
24DCT0431G     ,CENTRO DE BACHILLERATO TECNOLÓGICO INDUSTRIAL Y DE SERVICIOS No. 187            ,24,TAMAZUNCHALE,TAMAZUNCHALE,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
24DCT0432F     ,CENTRO DE BACHILLERATO TECNOLÓGICO INDUSTRIAL Y DE SERVICIOS No. 87             ,24,COXCATLAN,COXCATLAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
24DCT0434D     ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 106           ,24,CIUDAD FERNANDEZ,CIUDAD FERNANDEZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
24DCT0435C     ,CENTRO DE ESTUDIOS TECNOLÓGICOS INDUSTRIAL Y DE SERVICIOS No. 126               ,24,CHARCAS,CHARCAS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,FEDERAL
24DDDDDD       ,ESC. PREP.  No. 1 VESPERTINO LIC. MANUEL M. MORENO                              ,24,SAN LUIS POTOSI, ,,
24DET0001O     ,CENTRO DE ESTUDIOS TECNOLÓGICOS INDUSTRIAL Y DE SERVICIOS No. 126               ,24,SAN LUIS POTOSI, ,,
24DET0003M     ,CENTRO DE ESTUDIOS TECNOLÓGICOS INDUSTRIAL Y DE SERVICIOS No. 106               ,24,CIUDAD FERNANDEZ,CIUDAD FERNANDEZ,PROFESIONAL TECNICO,FEDERAL
24DET0004L     ,CENTRO DE ESTUDIOS TECNOLÓGICOS INDUSTRIAL Y DE SERVICIOS No. 125               ,24,SAN LUIS POTOSI, ,,
24DET0007I     ,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 46               ,24,CIUDAD VALLES,CIUDAD VALLES,PROFESIONAL TECNICO,FEDERAL
24DET0008H     ,CENTRO DE ESTUDIOS TECNOLÓGICOS INDUSTRIAL Y DE SERVICIOS NUM. 131              ,24,SAN LUIS POTOSI,SAN LUIS POTOSI,PROFESIONAL TECNICO,FEDERAL
24DET0009G     ,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 87               ,24,COXCATLAN,COXCATLAN,PROFESIONAL TECNICO,FEDERAL
24DEX0001K     ,PREPARATORIA ABIERTA                                                            ,24,SAN LUIS POTOSI, ,BACHILLERATO GENERAL ABIERTO,FEDERAL
24DEX0002J     ,BACHILLERATO ABIERTO SEDE 2                                                     ,24,TAMAZUNCHALE,TAMAZUNCHALE,BACHILLERATO GENERAL ABIERTO,FEDERAL
24DEX0003I     ,BACHILLERATO ABIERTO SEDE 3                                                     ,24,CIUDAD VALLES,CIUDAD VALLES,BACHILLERATO GENERAL ABIERTO,FEDERAL
24DIT0018K     ,INSTITUTO TECNOLÓGICO REGIONAL DE SAN LUIS POTOSÍ                               ,24,SOLEDAD DE GRACIANO SANCHEZ,U.P.A.,,
24DPT0001U     ,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA No. 044                       ,24,CIUDAD VALLES,CIUDAD VALLES,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
24DPT0003S     ,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 94 MATEHUALA             ,24,MATEHUALA,MATEHUALA,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
24DPT0005Q     ,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA  No. 43                       ,24,SAN LUIS POTOSI,SAN LUIS POTOSI,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
24DPT0007O     ,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA NO. 176                       ,24,VILLA DE REYES,VILLA DE REYES,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
24DPT0009M     ,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA  LAYSAN                       ,24,SOLEDAD DE GRACIANO SANCHEZ,SOLEDAD DE GRACIANO SANCHEZ,PROFESIONAL TECNICO,ORGANISMO DESCENTRALIZADO DEL GOBIERNO DEL ESTADO
24DTA0002R     ,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 120                        ,24,RIOVERDE,RIOVERDE,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
24DTA0003Q     ,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 160                        ,24,TAMPAMOLON CORONA,TAMPAMOLON CORONA,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
24DTA0004P     ,CENTRO DE BACHILLERATO TECNOLÓGICO AGROPECUARIO No. 187                         ,24,SAN CIRO DE ACOSTA,SAN CIRO DE ACOSTA,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
24DTA0008L     ,CENTRO DE BACHILLERATO TECNOLÓGICO AGROPECUARIO No. 123                         ,24,CERRITOS,CERRITOS,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
24DTA0009K     ,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 122                        ,24,AXTLA DE TERRAZAS,JALPILLA,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
24DTA0011Z     ,CENTRO DE BACHILLERATO TECNOLÓGICO AGROPECUARIO No. 121                         ,24,TAMUIN,TAMUIN,BACHILLERATO TECNOLOGICO AGROPECUARIO,FEDERAL
